product_id,product_category_name,product_weight_g,product_length_cm,product_height_cm,product_width_cm
BFbSQQBm5NgM,toys,400,95,6,47
hqxyBRfNFLrc,toys,150,17,8,14
3dXZ3Yf8lKsK,toys,300,16,2,11
1pygyHBMo59v,toys,450,25,9,19
2md9xBPjUApo,toys,400,25,9,19
0XyYmaoLSH4j,computers_accessories,180,16,9,16
K9PdnIAdKLGy,home_appliances,150,20,13,12
Q7PB2uvDhqB8,toys,4475,44,24,31
orZZicCSy2A9,housewares,7250,45,19,45
pZro7tOGDM2O,toys,350,27,9,26
oZ0YjiR4S4UU,toys,6450,48,18,48
bOIb7xFXVTCx,toys,200,18,4,16
OdDzg6fBxxWw,toys,1100,25,20,20
NPW3mGRyMerr,toys,100,23,13,13
FWheKTm9HDBk,toys,192,18,15,15
fMJJKrPBk8MK,toys,300,17,4,12
rev6LSuOpf34,toys,1650,34,12,30
ZwLd2jAEI4kT,furniture_decor,2250,65,8,45
i9CEX1tUXCS7,toys,400,16,2,11
JYIHclf0gjZ2,toys,1400,42,25,15
Ksrh2Xn8WMV8,toys,7100,50,30,40
hnvF3q1vXjmk,toys,1400,64,10,25
rv1aC4Ckn4CM,toys,200,16,14,11
cIZ65RPntFpW,furniture_decor,700,30,3,20
gQmWktJ30VDv,toys,250,16,2,20
YUJP7KmYRrpd,toys,1450,49,10,33
Fq4vwvCk84ww,toys,950,23,26,20
SL3KmIR2bbLX,toys,2700,41,26,31
AoOeHZAj8hQa,toys,850,17,12,12
8NfBg6burWaK,watches_gifts,263,17,12,13
1edaUIVffPFF,watches_gifts,584,16,11,13
C8Sgj8AiiG6u,toys,1350,32,52,19
bzjYlIXvMlYp,toys,350,16,22,17
LtNlAvsV6CKt,toys,9200,31,31,31
vWNeSyDg1wbi,toys,1950,33,44,19
JUZSyxq6s6nI,toys,400,20,12,15
wOXCQyEa84Wo,toys,200,16,16,13
wdV7yJzaz3Su,toys,4338,17,12,14
AcNTDCToH3cj,toys,450,30,20,11
u7C959jGp45X,toys,50,16,5,11
GyQEFhfblgk6,toys,900,65,13,25
EAfNsz5aHrNI,toys,100,30,10,15
Tbeoj0npax8N,toys,850,30,6,26
fwf07l1OVf2x,toys,1017,39,15,34
SGGufQjkuu50,furniture_decor,650,20,35,20
y2MAnns4G96G,computers_accessories,207,19,11,14
YTkpHEbVtsnD,toys,550,30,10,20
wbWo4CS8RjYk,bed_bath_table,2250,35,20,30
SLTlrWtcYt1m,toys,1750,37,22,40
QKvkzZZaJZPP,toys,1175,45,7,35
ACSegY78O2ZU,toys,517,22,11,13
uOJiiKR7OPyh,toys,4100,60,15,25
4oHf8ykPUbnJ,electronics,175,20,16,18
yOJXE8REOaUW,health_beauty,500,20,10,20
WQeunBvN1ExI,toys,3350,32,22,22
ENKn2YYK4Zpf,toys,933,21,13,21
ro08JPncYzLh,garden_tools,1650,30,22,30
U9dcBcKRnWup,toys,574,18,8,16
6FJ3n8zDdJOi,toys,100,18,10,18
fDWGMV2fdf6I,toys,200,16,16,11
SDejjsDHO8kL,toys,1750,50,6,19
EhL5Jo7EvStG,cool_stuff,1700,42,25,15
fnpEJmNALuAZ,toys,275,18,4,12
y3cxc7aUOyMb,auto,100,16,5,11
em3HM1GpHKEn,toys,10700,40,40,40
31YLsx0NVAwi,toys,1400,33,12,26
PbIFAkNg2qmB,toys,250,16,2,20
OqiVOJGRy7r2,toys,100,20,20,20
ka4xHu8FVeuY,furniture_decor,150,35,2,25
xAU5QJnI3NSi,toys,400,18,11,20
x7BiZlpeThoO,toys,1150,29,8,28
jJKkdNEMUNJF,toys,311,20,11,14
LKyozPiK7F82,toys,700,26,14,24
WfTUAbuf1EhG,toys,375,18,8,13
Pb7no4kbHDQF,perfumery,455,21,15,17
jfLBYiRRvdqg,toys,550,24,12,16
1PEOOalySjvO,toys,200,16,6,11
SDejjsDHO8kL,toys,1750,50,6,19
dLWVQBeAOEh2,toys,1750,20,16,30
HuJZxg0ZSCIL,bed_bath_table,1450,30,15,30
ADrWoVcBwoSi,toys,1000,42,25,15
R2u3pJSgF7Gr,toys,200,19,9,12
fsxJTFaxzrTU,toys,167,16,12,13
VcU0FP9DjfBt,toys,550,40,5,30
XX7D6gKAUS4g,toys,200,18,9,16
QFTWw9VD2QzH,tablets_printing_image,300,26,3,26
T02sruZBYwTh,toys,250,40,4,30
Uc35jR9eGxZX,toys,10950,16,82,50
pdRmYEfbMGKc,computers,13700,27,50,53
mMVsPDnKGHuz,toys,200,42,4,14
LCl9Gb96LXyX,toys,2600,45,20,20
0a0adQozaONK,toys,400,30,15,15
l9s4S45sS3Tv,toys,487,19,12,16
9RgMq5eVloUQ,toys,1200,42,25,15
odgrVS8Yq2fd,toys,2950,20,20,20
4cLDuD7Tx95k,computers_accessories,1000,37,19,19
cwXazDspo9un,toys,150,18,6,11
d8IerZcQghIR,fashio_female_clothing,700,20,20,20
7grztYpCkySJ,toys,850,20,25,20
blksg9BZwta6,toys,300,105,10,20
u4iRTmhmy48k,health_beauty,200,20,20,30
SESkOgF0nWnh,cool_stuff,1600,42,25,15
KVK1uHOcq5E3,computers_accessories,900,36,9,11
eMzXEFU1tlhg,toys,558,21,13,16
TV7q1SuXnyBW,toys,650,40,20,20
DvWmI5v2b04M,toys,200,39,9,11
PwoiOjyJfSJK,bed_bath_table,400,20,2,15
hfEa3c65LTA2,toys,5950,20,20,20
jKUyQkB4tQyp,housewares,450,16,26,11
Ig2V2mwppUs5,toys,8500,30,64,20
a8GS44H9e4XE,toys,3525,30,11,30
u5HseUwG5pp8,toys,400,30,10,17
BDM4vHkH4CwL,toys,825,42,14,26
pmQFBLygQ1oH,toys,100,16,11,12
Ffe8gTdmyO3U,toys,533,22,11,20
fJOMyLSpholI,toys,200,20,2,15
bqMiuj1Kbabg,toys,800,20,51,34
jOM0z0cyNr7L,toys,374,22,14,14
jfLBYiRRvdqg,toys,550,24,12,16
vUClnr9UhWP5,toys,767,17,10,16
pJE88vxc8OOm,auto,300,24,18,18
iq4RAnrKhh5d,toys,540,23,13,19
QmCdA9gRTybZ,toys,250,16,2,20
AzNsyAiUUHCT,toys,500,23,15,19
ZH7xzUxJs6yL,toys,450,25,15,11
vTrdy4RV0PS5,toys,2200,48,25,25
x0rigUZnH26v,baby,12350,60,32,42
mjasOzySfZZ2,toys,1150,23,14,14
10CdCi3zYLWu,toys,150,17,13,13
Vh3SEQRG3vLw,toys,273,21,16,15
MdDlAtfirALD,toys,550,27,10,22
G1GtzGPseDCF,toys,7150,65,10,65
DcKGW6WiUtSs,toys,1000,16,2,11
KeAncvpu3Mlz,toys,950,46,6,36
EIBuoth8TDyq,toys,1200,30,30,30
w5mMIm9sTgV4,toys,6133,44,35,48
DQBGcExQRALH,toys,500,71,2,13
OCvPZHd3uIBn,computers_accessories,250,42,2,30
x2473gHktSB1,toys,900,25,12,38
U5DNjdekfhTQ,toys,8550,60,20,29
7vKhqfiJPxTJ,toys,250,20,8,18
pkyHmQa1LbNm,sports_leisure,1800,28,12,18
vkx2x9k5aIEp,toys,6350,38,30,28
KeynfsVcgkYk,toys,150,16,13,11
uikOr772eP3L,toys,1300,31,33,31
Jg0goz1MnzTW,housewares,10450,61,28,28
1TCFAwFAlNcn,toys,100,18,8,13
t94b3dUeBtqx,toys,500,23,7,15
bIWHRn0RwV5F,toys,9900,40,20,30
PolItCdfAe6M,toys,260,24,19,20
482Z8be5CNdf,toys,600,18,8,12
94IvjMmp6723,agro_industry_and_commerce,2350,18,36,18
4gtu337X5xr5,toys,5400,16,50,16
pyhBGyfLDyX7,toys,750,45,21,23
srxiStftexth,bed_bath_table,1250,35,20,30
RuySNTA4Urmq,toys,850,35,6,37
fdKNYBPuPnsg,toys,250,22,5,15
89A3HAqz2r78,bed_bath_table,450,29,9,21
Ij1efv3CSK58,toys,1500,28,20,28
qkPlwMqIOjZI,toys,500,22,48,38
u622sYCKyEZe,toys,30000,60,66,29
mkz1YtUCFaxv,watches_gifts,525,23,6,21
QPNLfLhMRFZV,toys,100,20,20,20
MFHPZlPVtgqX,toys,9125,57,55,22
sp3flQN0zYDV,bed_bath_table,950,37,23,35
0vbEvli2JYJu,toys,1383,50,10,40
vWlIFOmW3bwm,toys,297,24,13,19
aFO514JMr4AM,toys,983,23,16,15
9Ntj8cCjXrCO,toys,120,20,7,14
SjvoERcWUUvI,toys,900,20,20,20
7H014nMNhfkC,toys,817,22,22,25
XM61znB3eQnj,toys,390,19,12,17
pwKC4WGEtMsM,housewares,350,22,8,19
BuMA9g0RCLlr,toys,450,16,7,11
XaFTfLwQ6j1k,toys,250,18,12,12
5a3fOLvOnQ3s,toys,396,18,11,14
v6AvN009S7hP,toys,9750,92,15,27
ZeK0VNunB3cd,small_appliances,2167,19,20,18
BUmXjbxjC1vf,toys,600,17,19,15
7J2nQsvOOMAk,computers_accessories,850,30,15,15
Lid87D35TiXj,toys,200,18,9,16
Sg8UutJyTrgX,baby,3600,60,20,50
oiNCSYKjXspL,toys,436,20,13,15
QzO8dMiPZQFN,toys,633,32,17,16
aMGybqFoL7Ix,toys,817,52,23,57
dvwGHgRT30ZY,toys,200,16,10,11
DMBRgNdbFP3b,toys,500,17,13,13
QQ55I2pbUxHt,toys,300,21,10,18
o6wxPFnziJHf,bed_bath_table,200,49,10,40
9BmP7FeNpXMo,watches_gifts,250,16,2,11
jrc0v3ZRw6Zg,bed_bath_table,800,20,20,20
n9aGZquvsMhw,toys,750,100,5,20
l3AitcOfPiRC,toys,250,17,15,16
syJ2c2gYYHgv,toys,850,22,7,17
0XyYmaoLSH4j,computers_accessories,180,16,9,16
F3XsvlyIIA1L,toys,850,24,9,26
X2d3j9rqzZoc,toys,533,25,3,12
x2473gHktSB1,toys,900,25,12,38
c1U59lR4DRur,toys,200,16,2,11
n3OI7HZhXTf7,toys,950,35,25,20
icdtCDkjpSZQ,toys,342,18,13,15
tX3iSIS7Myaz,toys,100,18,9,12
a21xy59WMqiF,toys,150,16,16,16
jyqvHPkDKFDV,toys,567,26,12,26
FmF1LAxJQT2Y,computers_accessories,867,34,15,15
A5jUwP0eWgno,toys,3300,45,15,35
Itwt63xh9hK6,toys,500,20,20,20
athZAohe7BWK,toys,700,18,20,18
BeAZfTF3auV3,toys,1150,35,15,20
6ZtK58qYTEjf,toys,1950,35,11,26
HDq02GU8zCWs,toys,3008,32,45,32
4Z9O0M07nwwB,toys,750,16,21,16
SLANLZkCbYI1,toys,150,16,12,12
jjO7ZavQamGy,toys,600,50,8,40
R2u3pJSgF7Gr,toys,200,19,9,12
fEcmgnLJSy8R,electronics,6185,63,11,20
8LfATvVScZL8,auto,1400,30,30,30
10CdCi3zYLWu,toys,150,17,13,13
WBWpnw9OIXZ3,toys,14800,55,45,35
VIzCnu7ZJnPS,toys,7750,34,33,33
UfgBSjO3PUEU,toys,200,16,10,16
lxCXJueYbriI,toys,1550,65,7,38
9NwzO0Pm0fDM,toys,1550,30,22,30
jImxKrhKGPYN,home_confort,1350,40,20,30
IRbuBtjPda48,toys,375,21,11,17
Rz75fa9tKXmp,telephony,150,19,8,16
KW7vEObobNMq,toys,1900,47,7,35
kktXNGIh1TrV,toys,5900,46,20,46
wxekqe1vtVpE,toys,12050,27,50,53
Z6LAUTcjGLFG,toys,1150,16,17,11
HvBdlHXrnoCa,toys,200,21,2,14
JdrRvV1TUqoE,fixed_telephony,1700,25,22,24
hn7szEJHw5LE,toys,792,19,14,16
jP8aktVk1KWT,toys,1000,54,18,16
OawmHqAL4z2u,perfumery,850,16,14,11
PRFvDMmPWrcJ,toys,2450,35,27,29
aXMrwFmoMh7J,toys,10125,57,55,22
NsfeYmlD6FXr,health_beauty,150,16,5,17
3zAxtNazrwOF,toys,17650,45,50,45
k1G4RHt3R7Nk,toys,950,20,35,20
i8rOWNVCU8SG,toys,200,17,11,15
0pHzn4PxhXAj,health_beauty,233,42,21,26
3rp9ccw1rFev,toys,1100,40,10,30
hDIMCUr1trgr,toys,700,20,30,30
l9QNKFFF1AO4,computers_accessories,200,41,2,29
KMlqZ2p4xOEZ,baby,13100,38,47,44
ik6viurxcuHr,toys,550,17,26,17
X40kxqLTXGPQ,toys,394,22,15,20
vj1Q9kGjOug5,food_drink,200,20,12,15
FB77hG7UfaiV,toys,12300,40,40,40
Byw6CuQZtjrq,toys,850,34,14,15
T7C3MYkV7qTL,toys,500,23,8,25
u7VrCV0J3rFD,toys,700,45,8,25
ue8RNhDDIcDl,toys,150,22,11,16
nzGBh8knqsqk,toys,300,20,10,15
s4lf43RDlukP,sports_leisure,875,40,26,20
1P1UA7CW7Mqi,toys,10300,26,30,30
ur2QdrcGnRvY,toys,550,68,7,13
aTvB99TKr10R,auto,1100,32,13,30
PAVPTqsPtBL6,toys,2050,45,15,35
u4iRTmhmy48k,health_beauty,200,20,20,30
Y0GSg5Cpigsd,baby,383,22,14,17
9vk5RhuIGpAs,bed_bath_table,1400,30,20,26
ljxT8gh1Xcw4,toys,10075,55,64,26
sW6tMAHux6f6,watches_gifts,250,16,2,20
YOVad6JLkfCF,toys,600,16,8,23
l0XR3rVUXwyX,toys,350,26,5,13
mWyTbqd0NAJH,toys,275,21,3,15
VdLVvmNPacxi,toys,800,20,20,20
SLTlrWtcYt1m,toys,1750,37,22,40
pMMpwNQameqd,toys,250,16,2,11
Ar8KJpbbLJAt,toys,850,25,16,23
F7HHIMSQE1MU,toys,400,20,10,20
3FAOpWw8lQRG,sports_leisure,400,70,10,20
PI8sukWPA7u9,toys,250,25,10,17
tYq3nkKHP6oo,toys,880,22,21,19
kdqDgYfpAP2B,toys,2543,34,12,30
K6fFeeUFbbxc,fashion_male_clothing,750,40,6,35
0GmJLaM0KgNU,baby,200,16,5,16
9NwzO0Pm0fDM,toys,1550,30,22,30
ZUgY6Jp7dYV1,toys,1600,20,15,20
dcxWS5eWCyjX,toys,150,22,12,14
ssq2xYQiiCg6,toys,150,16,8,16
szwBXFEPQgHf,housewares,2075,47,26,21
Q4LpsUu8oPX2,fashion_bags_accessories,350,16,2,20
rHSTHjYFnJS8,toys,9750,35,12,30
krv8FWuLVJ2A,toys,183,18,9,13
LBFi44rsmmvA,toys,775,29,21,25
jGixAnQLVtlu,toys,6100,50,25,40
5FR7hmu6SSxe,toys,1700,20,20,20
kY7WGJStqZvi,toys,65,19,3,11
vFw8iSN2CsQv,toys,650,20,10,15
4E5vJsjJSojs,toys,100,16,4,11
eexTOkQMqdmO,toys,100,20,20,20
G5Y6K3MKwX0A,sports_leisure,8700,32,10,11
E0wO0I28vexS,health_beauty,371,20,16,16
PJIRePMI4nns,toys,100,20,7,15
ROvdCC1HqkTU,toys,9950,52,22,52
q51RMQMO5odW,electronics,200,30,10,20
MMsWP7szqJFj,toys,350,22,4,20
5J7az1rwth4i,toys,250,16,2,20
NcJcwCLSGxst,toys,1100,28,10,20
HRXu29GwfAUj,toys,1100,45,8,35
T1Apa5gQn1Sn,toys,500,36,24,22
L1GYShXjpfbe,toys,1200,30,30,30
zVjvj1nxyniL,toys,150,16,6,20
tepLncSa9SFZ,toys,6200,62,6,62
fS1ypIsQSVpI,toys,650,16,7,13
Qf3jXDCJPvkJ,toys,350,19,12,13
gkldLOjVSlNJ,fixed_telephony,725,22,12,17
Y9RZLlJmz7ht,toys,125,16,12,12
ktGNsH547Fsg,toys,600,20,22,14
2H8n6x4BSkuT,computers_accessories,200,21,14,15
lQDcVv9Fi94L,housewares,200,16,6,12
rNqtyNWlT1l3,toys,650,25,11,15
AcNTDCToH3cj,toys,450,30,20,11
M5okgYFRhS5B,garden_tools,700,20,18,19
APxdEJIG0Mcj,toys,950,40,12,12
maEBWyAda6K6,toys,100,80,10,60
3H7nJ3Wp12et,toys,350,17,17,17
etWUzRkTneSJ,cool_stuff,200,20,13,20
hfaK8jbqerki,sports_leisure,575,24,17,23
7gaWSxoMXdVI,toys,341,20,18,16
FfiMQzl2g9IG,bed_bath_table,350,25,9,19
rpc533nr2KMl,toys,850,20,9,14
SIYDNjmDFCcB,auto,3800,47,19,23
9Ckb1rScI9hr,toys,7050,55,17,45
N6w5sp14LqYs,toys,1550,32,10,28
sUjEDRSXDpuA,baby,11400,65,15,70
9MlsMxcsPcuK,toys,1050,60,15,15
gPeaCngy6zL1,toys,3900,47,19,23
r70PJ6ho14tO,toys,9050,45,33,35
QmotY1bxy6I8,toys,300,18,9,12
ro08JPncYzLh,garden_tools,1650,30,22,30
z7aDZmyyzV41,toys,200,16,12,11
J7Qckiq1pI2T,toys,158,18,6,13
J826tNejb91k,electronics,500,22,11,11
8YvRXlveaq7m,sports_leisure,367,19,14,17
3R188kTMprKZ,toys,1050,18,13,10
gpYLLEaybRRe,perfumery,50,16,5,11
KGAxs0nWDWIz,air_conditioning,300,21,8,17
9QsZGHdJFbkI,toys,800,30,15,15
ymZvN9XtTHxn,toys,1110,19,11,18
wPQcAvCp6L6h,toys,1550,20,4,20
IGtXPegxOtWf,toys,1300,16,16,15
zcqEYZK4gS40,toys,250,16,10,16
81Zt4XlWpXAw,bed_bath_table,5000,40,15,23
hmCSvF7YNd60,toys,300,26,11,11
gytiHCk1h8bB,toys,150,18,18,18
53oIZTq7pEol,costruction_tools_tools,200,16,16,16
qWb5bnTrsrip,toys,188,20,6,13
ro08JPncYzLh,garden_tools,1650,30,22,30
gpYLLEaybRRe,perfumery,50,16,5,11
LKyozPiK7F82,toys,700,26,14,24
7grztYpCkySJ,toys,850,20,25,20
CY8OZ3lT9uqB,telephony,250,18,3,28
PBcGyZdjVpG0,health_beauty,250,16,5,15
WiEJqL7byzuL,toys,50,16,5,11
B71z7y21Vv9X,toys,18350,16,78,30
yifYVWda6kIz,toys,147,14,10,12
G16XPtJuiBOe,toys,150,16,4,13
pnwCr2W94xW6,toys,500,20,8,20
FB77hG7UfaiV,toys,12300,40,40,40
cFWbIRRBZZwf,toys,1150,34,7,32
sP2DKDeIueEG,toys,300,16,16,12
hpHCXLhysZkh,toys,100,16,3,15
jg7qvPytgDzt,furniture_decor,1050,32,12,32
kbaoSmgfO9zQ,toys,250,16,2,11
DHFhioyY0qBv,toys,200,20,6,15
L6ObVlEFnKLD,toys,1200,30,12,12
AldNHRxfbnV7,toys,1287,32,25,35
LZuA6Wfv8WN5,toys,200,22,3,15
HhAtKukEU7VT,toys,1867,36,6,36
XGKfCA6fsHsf,toys,1400,33,10,49
GIRewuyk3Jht,toys,400,25,15,30
1bY1VUVYeGmH,toys,7900,44,21,38
4VIws8ixtz0J,toys,200,25,7,16
oZppLeZGQsDq,toys,150,16,5,20
gu52nUhbmETP,toys,9400,35,45,45
NHyp0l7Ib6k1,toys,150,30,10,20
uValkJsaj2Ne,toys,600,30,30,20
3WfYNddkAjib,toys,1350,28,15,20
rsOMG6qNuOz1,toys,2300,40,6,46
SESkOgF0nWnh,cool_stuff,1600,42,25,15
6m13WsR5LK8j,toys,600,22,16,16
PBL6Bo8OI37y,toys,1700,16,32,46
wk7eS171Fzyc,toys,11600,52,23,22
ZvqpPIcpiYHc,toys,922,30,15,17
XrQ7ZHlRhKg8,furniture_decor,600,30,4,20
FkDNIFiX19cI,computers_accessories,173,18,13,12
B9cuONxeuaPR,toys,4750,102,10,22
RrWHI3DiS7Eo,toys,400,16,2,20
IZaNFjfYt7y7,toys,150,16,6,11
xFMifgmfso2I,perfumery,100,16,11,14
HwPbP5N2qWCP,toys,133,20,10,16
Ffe8gTdmyO3U,toys,533,22,11,20
8McdNazQCq39,toys,1600,20,20,20
tJaHtiDfeBKm,toys,150,25,7,16
kqnu9W3lQsng,toys,4450,34,6,28
NcAqmObPd1qC,toys,1400,20,5,15
5XyF6Al83MtA,sports_leisure,150,16,16,11
3FUdygYEMACK,toys,100,16,10,11
GgvFRR9yuvuF,toys,357,16,17,17
uqqbrPEb2Kvn,toys,431,20,11,13
8NfBg6burWaK,watches_gifts,263,17,12,13
clpfehxH8bRH,toys,350,16,16,11
9R3pQXU36IBY,toys,11100,100,73,13
qAJdy2rvA6Nv,toys,1050,22,9,12
fJOMyLSpholI,toys,200,20,2,15
jtnw1KUEfu7l,toys,550,16,10,16
PQfItRcmlj1l,cool_stuff,2150,42,25,15
k0f6tXR6QmOk,bed_bath_table,4325,54,19,42
SpK7ODDkkY4n,toys,117,16,16,11
JWMrcTngVpum,auto,150,16,16,16
o9Me0x9W6Byu,telephony,50,19,3,11
VEEkd3Sv5yOX,bed_bath_table,1600,35,20,25
aFr1lOxEy6Ct,toys,175,22,11,16
lrxlkt4eanPT,toys,600,16,9,11
akOcgsSWU66N,perfumery,150,17,7,13
4VIws8ixtz0J,toys,200,25,7,16
fBdwhFEJtGFQ,small_appliances,800,21,17,18
g09K7oC9t7qT,toys,800,25,60,35
51hcemXvOlWc,perfumery,500,23,8,15
SLTlrWtcYt1m,toys,1750,37,22,40
QKmbfw7KZfhX,toys,850,24,13,18
tECB1PZRGvbL,toys,1300,50,5,50
UqMUtoCLinRO,toys,201,21,19,18
DoO94sYzd6k1,toys,1233,24,10,13
qq4Dt7y5HLH8,toys,1950,30,35,35
NDXr9BpDHzF7,office_furniture,11880,50,60,27
LeGxEhH8juyh,watches_gifts,250,16,2,11
nzQpwdKPbXuO,toys,500,25,12,15
9aYW6y7QbLLz,toys,225,24,13,31
pjN8SsOvmmG7,toys,300,18,9,12
7unaHZuvV4N9,pet_shop,625,21,16,17
dUT9Jc4r9XFx,toys,3850,30,16,40
sgwqehUgwEay,toys,1100,30,4,20
JMO1fdiVTpU8,toys,1750,30,20,25
BQT0EarsqYGf,toys,1100,18,17,15
VCEhZ38fhtQy,sports_leisure,9200,48,26,29
orZZicCSy2A9,housewares,7250,45,19,45
PxvlXLgjtRkS,garden_tools,1214,30,17,17
giWUjs696u5R,furniture_decor,600,30,15,15
Biwi1BNtUB7l,toys,1500,30,22,30
x2473gHktSB1,toys,900,25,12,38
h2L3kgHs7Aaa,toys,700,32,15,21
WNlHpHCpYrRu,garden_tools,8875,40,14,43
eVbuyiR1xdTh,toys,500,30,19,18
YWxNxMu4wOKG,toys,1050,36,24,22
EWT6oUr4WJKd,office_furniture,16650,58,28,58
v9Zh5L7sKLML,toys,250,16,12,14
Kdra7SI3GSjk,toys,1323,37,10,31
NFASTP6sq5cX,toys,7600,61,11,46
k7PHRwFSJpMk,bed_bath_table,2150,34,9,33
Wp5G8GSd79f8,kitchen_dining_laundry_garden_furniture,6400,16,2,11
39cweyGCBFVO,toys,1500,50,30,32
tM911HskIas7,toys,7600,30,30,30
oX8dgtFlR8Vj,toys,1750,30,30,30
nA91hHD1MxtM,toys,150,17,8,14
1xJAx3KtcTzF,toys,832,21,12,15
cOZEFPAW9wyg,toys,1725,31,8,33
13F8vtd5PzVy,toys,1450,45,15,35
AMKIgKd1s17B,health_beauty,200,22,10,18
hfEa3c65LTA2,toys,5950,20,20,20
UgkSjxoiV9Ev,toys,2600,50,10,30
uZ2eAl8zoZ1Q,construction_tools_construction,200,40,4,30
H2IXJrOZ0dqz,toys,3150,32,16,16
9WD8qDW1LAef,toys,450,16,16,11
9NwzO0Pm0fDM,toys,1550,30,22,30
tXkvRX5sckx8,toys,200,20,12,20
vXtaRqxkKaZV,toys,1150,27,22,39
bcbzfBTRLrGP,toys,300,20,10,15
8Tlb7Xc9LP3L,bed_bath_table,1050,35,10,45
h2L3kgHs7Aaa,toys,700,32,15,21
k3ye2BbfV47U,toys,50,16,5,11
t8VzSdZc45vv,electronics,900,24,12,12
KhQm14St7ilH,toys,1250,30,30,30
sE4glZQUohoE,bed_bath_table,1500,49,7,40
Edts2yebV3vE,toys,200,18,3,14
LlYy2pEHWpUH,toys,300,30,15,15
oVbhSOPEbHJq,toys,850,24,13,18
KHaNNvmXU5ip,toys,156,18,10,14
o39g3sGqL1a1,toys,2500,40,6,30
eixcmZvLQhhR,toys,950,16,10,16
pzaXcZevd27s,toys,145,16,9,13
UgkSjxoiV9Ev,toys,2600,50,10,30
nrwHLDfN8Ruy,toys,500,16,5,20
Gvk6GWtgVh4r,toys,887,30,22,20
1dRStVTw4iUu,health_beauty,800,20,15,15
TbHGMaRbaZ58,toys,100,19,4,11
Dm0pJR5U20cK,toys,1450,34,12,40
DOmJ2GZX8GXL,toys,4150,48,38,56
axLBYi1XjP6J,toys,200,41,2,29
QtDgIEMVbGpT,toys,1500,40,10,34
gZdw4XlyMmXn,toys,333,17,16,16
ItUEMsARYsuL,toys,150,16,16,16
VKGD5yUQNcRp,toys,800,78,3,52
COySv0ts9Ojd,toys,2800,40,15,40
hoWnJGyM5yXW,toys,1350,20,30,20
2m67LSn6k958,toys,250,40,4,30
UldxfnJ5gpmV,home_appliances,1200,35,20,30
sUZCNEMkuOsq,toys,5326,71,16,50
hrjNaMt3Wyo5,toys,1850,37,22,40
5a3fOLvOnQ3s,toys,396,18,11,14
Ksu9Io84YRxS,toys,2300,22,17,24
Q7PB2uvDhqB8,toys,4475,44,24,31
h2L3kgHs7Aaa,toys,700,32,15,21
PcJr3BpGQk2Q,toys,1200,35,9,25
Hu0QF5g6hfaA,housewares,250,25,10,36
IpYPlT2iCUvG,toys,2000,20,10,20
4VIws8ixtz0J,toys,200,25,7,16
bxMg6qVaZ9iJ,health_beauty,2000,30,12,16
cIALMvgTWJrb,toys,3450,23,35,35
8P7vbK82VZBA,toys,900,20,20,15
ifF6JUi0Bfjm,sports_leisure,4250,20,20,20
97I7i6BQRjqd,toys,200,28,10,13
XHzAanD5n2Ch,toys,9550,57,54,22
1yN2UyKPGhyD,toys,1250,22,27,22
cTtrcK8vdNVS,toys,517,23,21,23
Qf3jXDCJPvkJ,toys,350,19,12,13
1edaUIVffPFF,watches_gifts,584,16,11,13
mkUdReUrQC9X,toys,4800,40,10,30
rouH1tejy3SO,toys,1600,20,60,20
81ifmuYBlIkQ,bed_bath_table,2050,50,10,40
OUSzEROmQaH1,toys,350,42,7,24
qCLmK57nI0oR,toys,400,40,6,25
tPlw2QcQOvKf,garden_tools,1800,37,22,40
Ec7LKh1mYPxz,drinks,450,28,20,20
pTe66JgJ7xZL,pet_shop,1050,20,17,25
BFbSQQBm5NgM,toys,400,95,6,47
j37mNaFLssng,computers_accessories,200,17,13,13
MUIEAN159RuU,baby,450,30,7,20
GCJr2zmsbZjT,housewares,250,20,5,16
KMhO8MV4vt0e,toys,550,50,10,15
YReHu0dvkK82,sports_leisure,200,16,11,11
KRmfEATBEZ32,toys,200,28,11,14
xiU0sMbdobfo,toys,600,70,5,11
M1xbu1rZHmdW,toys,3775,35,30,30
hOpJUVModPRm,toys,400,17,21,11
MJ77jyTmMIRj,toys,1037,25,24,20
zoBzpWW3p1n1,perfumery,400,20,11,11
m8KNQMlnji7e,furniture_decor,7600,65,5,47
0vbEvli2JYJu,toys,1383,50,10,40
rEGEjDlvhXcZ,toys,167,16,10,17
D6igreVFppYl,toys,650,33,18,27
cNIQyQD7lRhk,toys,150,17,8,14
nyqxLUyenh53,toys,7400,57,40,25
D5CnKamv77KJ,watches_gifts,300,16,2,16
ofkVe1ey8AOZ,toys,250,16,2,11
DsP0QUh8tgta,toys,100,20,20,20
hpms025LPgw1,toys,9750,27,15,92
ZGiWs1UKMLSA,consoles_games,350,20,20,20
uX9zgRvd78qv,toys,200,17,8,12
h2L3kgHs7Aaa,toys,700,32,15,21
HK7VO1IhaIbS,telephony,300,20,20,13
UZQyp4CdjAIi,toys,200,16,9,11
9CNUqkIfslwp,housewares,500,20,20,20
XAgc2QccJehU,housewares,350,33,4,20
Hwaj6cncrjwO,toys,1300,30,30,30
nQflyEP9dhCR,bed_bath_table,1350,46,2,36
McyEvPpPI7Dy,toys,350,16,2,20
eRzEg84R3NdM,toys,520,16,11,11
u622sYCKyEZe,toys,30000,60,66,29
SLANLZkCbYI1,toys,150,16,12,12
0XyYmaoLSH4j,computers_accessories,180,16,9,16
